"","xGoalsPercentage","corsiPercentage","shotAttemptsFor","goalsFor","faceOffsWonFor","takeawaysFor","giveawaysFor","hitsFor","playoff"
"1",1.10122358175751,1.13945740123751,1.27604964720676,1.17636195752539,1.16090209876426,1.10709622781326,1.02593486127865,1.14430059993685,0
"2",1.08120133481646,1.03950499762018,1.11672682392939,1.24746075715605,1.11250628301547,1.33162779208864,1.24873889680886,1.11146195137354,1
"3",0.860956618464961,0.879581151832461,0.945960924947023,0.879039704524469,1.08621719791736,1.28938918098733,1.1571992543042,1.1651405115251,0
"4",0.800889877641824,0.859590671108996,0.968553664159467,0.930747922437673,1.00973985945013,0.842549137231377,0.958575501699748,0.766656141458794,0
"5",1.06117908787542,1.03950499762018,1.2076846051743,1.08587257617729,1.13461301366615,1.24270440029641,1.14856343897357,1.32933375434165,0
"6",1.00111234705228,0.999524036173251,1.12699625084414,1.12465373961219,1.09577686522576,1.13377324535093,1.14510911284132,1.1916640353647,0
"7",1.08120133481646,1.01951451689672,1.08357124560464,1.2927054478301,1.11489619984257,1.0048343272522,1.06911393793179,1.10388380170508,1
"8",1.08120133481646,1.07948595906711,1.21736720769392,1.23453370267775,1.06650038409378,1.03373442958467,1.00175457835289,1.00789390590464,1
"9",0.961067853170189,0.939552594002856,1.05452343804578,0.943674976915974,1.07128021774798,1.04707293835351,0.97757429542713,1.32617619197979,0
"10",1.12124582869855,1.07948595906711,1.26079221293342,1.27331486611265,1.12206595032387,1.11821165178729,1.12611031911394,0.805178402273445,1
"11",0.961067853170189,1.01951451689672,1.1158465873367,1.27331486611265,1.01093481786368,1.07819612548079,0.829038271740323,0.673823808020208,0
"12",0.880978865406007,0.919562113279391,0.98615839601332,1.05355493998153,0.996595316901075,0.958149546561276,1.51472200899221,0.931480896747711,0
"13",1.02113459399333,1.03950499762018,1.11966094590504,0.982456140350877,1.11250628301547,0.995941988072974,1.07774975326242,1.36406694032207,0
"14",1.00111234705228,0.999524036173251,1.1478285168712,1.13758079409049,1.0730726553683,1.01150358163661,1.11402017765106,1.28954846858225,1
"15",1.08120133481646,1.01951451689672,1.10645739701465,1.18928901200369,1.10175165729351,1.35163555524189,1.20383265708959,1.03694347963372,1
"16",1.04115684093437,1.03950499762018,1.14019979973453,1.13111726685134,1.2057130392724,1.08931154945481,1.12265599298169,0.959898958004421,1
"17",1.04115684093437,1.05949547834365,1.12875672402953,1.35087719298246,0.968513794182639,1.46056671018737,0.842855576269328,1.03694347963372,1
"18",0.961067853170189,0.999524036173251,1.0765293528631,1.16343490304709,0.996595316901075,1.24715056988602,1.29019081039588,1.19103252289233,1
"19",1.00111234705228,0.979533555449786,1.08885266516079,1.09233610341644,1.16388949479814,1.40276650552242,1.01902620901415,1.11146195137354,0
"20",1.20133481646274,1.1994288434079,1.30597769135831,1.13111726685134,1.21228531054693,1.3560817248315,1.00520890448514,0.789390590464162,1
"21",1.00111234705228,0.979533555449786,1.07917006264118,0.930747922437673,0.968513794182639,0.995941988072974,0.761678912161421,1.05146826649826,1
"22",0.860956618464961,0.899571632555926,1.05364320145309,0.924284395198523,1.08322980188348,1.03818059917428,0.827311108674197,1.11335648879065,0
"23",0.961067853170189,0.939552594002856,1.05716414782386,0.982456140350877,0.979268419904593,0.920357105049578,0.884307489856344,1.32301862961793,0
"24",0.901001112347052,0.899571632555926,0.924248422327271,0.975992613111727,0.966123877355538,0.887010833127492,1.13301897137844,1.22766024628986,0
"25",1.06117908787542,1.03950499762018,1.12934354842466,1.09233610341644,1.09338694839866,0.795864356540457,0.870490185327339,1.01231449321124,1
"26",1.02113459399333,1.01951451689672,1.11613999953427,1.13111726685134,1.06530542568023,1.38275874236917,1.13129180831232,1.1739816861383,1
"27",0.941045606229143,0.919562113279391,0.950068695712922,0.943674976915974,0.979268419904593,0.842549137231377,0.844582739335454,1.04073255446795,0
"28",1.04115684093437,1.03950499762018,1.15663088279813,1.12465373961219,1.05455079995827,1.18268111083666,0.775496216690427,0.93590148405431,1
"29",1.04115684093437,0.959543074726321,1.13374473138812,1.20867959372115,1.15791470273039,1.3916510815484,0.858400043864459,1.14114303757499,1
"30",0.901001112347052,0.919562113279391,0.984984747223063,1.16343490304709,0.999582712934951,1.32495853770422,0.932668055707863,1.09188506473003,0
"31",0.921023359288098,0.959543074726321,0.992026639964604,1.09879963065559,1.01571465151788,0.984826564098945,0.804857988814563,1.20239974739501,0
"32",1.04115684093437,1.03950499762018,1.10968493118785,1.03416435826408,1.01511717231111,1.14933483891457,1.01729904594802,1.03946952952321,1
"33",0.981090100111235,0.979533555449786,1.08650536758028,1.00831024930748,1.04439365344309,1.07374995589117,1.25564754907336,1.11525102620777,0
"34",0.901001112347052,0.959543074726321,1.06596651375079,1.14404432132964,1.05574575837182,1.10042697342884,0.903306283583726,0.963688032838649,0
