"","ID","season","name","team","position","situation","games_played","icetime","shifts","iceTimeRank","expectedGoals","corsi","shotAttempts","points","goals","faceoffsWon","takeways","giveaways","hits"
"93",8476399,2022,"Blake Coleman","CGY","C","5on5",82,66331,1473,364,0.59,0.6,294,32,12,19,29,29,101
"94",8479514,2022,"Rem Pitlick","MTL","C","5on5",46,31139,629,354,0.35,0.39,50,11,3,23,10,27,20
"95",8475188,2022,"Brayden McNabb","VGK","D","5on5",82,84960,1782,274,0.53,0.5,214,12,1,0,33,25,175
"96",8476292,2022,"Ondrej Palat","NJD","L","5on5",49,39873,893,271,0.59,0.54,124,18,7,0,19,21,64
"97",8478462,2022,"Nicolas Roy","VGK","C","5on5",65,50384,1113,403,0.52,0.48,130,19,9,298,34,13,79
"98",8477402,2022,"Pavel Buchnevich","STL","L","5on5",63,53000,1129,285,0.47,0.47,155,37,18,54,21,19,48
"99",8477496,2022,"Elias Lindholm","CGY","C","5on5",80,61371,1478,435,0.54,0.56,203,35,10,621,31,29,73
"100",8479442,2022,"Troy Stecher","CGY","D","5on5",81,67570,1509,371,0.43,0.46,173,14,3,0,16,33,59
"101",8475810,2022,"Bryan Rust","PIT","R","5on5",81,65402,1453,426,0.55,0.53,282,28,14,4,25,51,88
"102",8475191,2022,"Reilly Smith","VGK","R","5on5",78,60764,1288,512,0.53,0.51,200,35,12,2,27,28,56
"103",8478104,2022,"Sammy Blais","STL","L","5on5",71,46250,962,568,0.44,0.46,114,24,9,2,16,21,229
"104",8475797,2022,"Jarred Tinordi","CHI","D","5on5",44,38548,832,202,0.41,0.4,75,8,2,0,11,18,125
"105",8477501,2022,"Valeri Nichushkin","COL","R","5on5",53,45512,965,268,0.52,0.54,176,24,5,0,25,21,51
"106",8478474,2022,"Lawson Crouse","ARI","L","5on5",77,61247,1449,418,0.48,0.47,205,33,14,23,22,27,178
"107",8476483,2022,"Rickard Rakell","PIT","R","5on5",82,72342,1542,291,0.55,0.54,302,35,16,6,26,35,131
"108",8482964,2022,"Arber Xhekaj","MTL","D","5on5",51,42918,852,223,0.4,0.47,156,10,3,0,14,33,155
"109",8478416,2022,"Erik Cernak","TBL","D","5on5",70,65695,1416,257,0.52,0.52,159,12,1,0,16,28,168
"110",8475218,2022,"Mattias Ekholm","EDM","D","5on5",78,79495,1516,225,0.56,0.54,246,23,8,0,21,33,77
"111",8479999,2022,"Casey Mittelstadt","BUF","C","5on5",82,63134,1334,459,0.47,0.52,174,39,9,248,45,30,29
"112",8480980,2022,"Connor Dewar","MIN","C","5on5",81,44689,972,821,0.47,0.47,144,13,3,199,10,9,115
"113",8479353,2022,"Brett Howden","VGK","C","5on5",54,39500,866,364,0.46,0.42,105,12,5,114,22,6,103
"114",8475181,2022,"Nick Leddy","STL","D","5on5",78,87603,1851,176,0.45,0.46,155,20,2,0,40,33,37
"115",8480802,2022,"Ryan McLeod","EDM","C","5on5",57,38948,890,417,0.57,0.54,119,20,9,237,18,37,38
"116",8474090,2022,"Brendan Smith","NJD","D","5on5",60,49616,1065,302,0.57,0.54,126,4,0,0,16,30,97
"117",8474151,2022,"Ryan McDonagh","NSH","D","5on5",71,74784,1426,177,0.46,0.45,163,16,2,0,38,49,55
"118",8480188,2022,"Fabian Zetterlund","SJS","L","5on5",67,49079,1077,448,0.49,0.51,195,20,5,7,20,21,51
"119",8478407,2022,"Vince Dunn","SEA","D","5on5",81,94528,1870,137,0.54,0.55,260,42,13,0,41,47,106
"120",8470613,2022,"Brent Burns","CAR","D","5on5",82,85320,1705,254,0.62,0.62,412,30,12,0,39,36,34
"121",8480855,2022,"Jack McBain","ARI","C","5on5",82,56152,1382,631,0.42,0.4,132,23,10,300,17,26,293
"122",8474600,2022,"Roman Josi","NSH","D","5on5",67,79076,1423,93,0.5,0.51,356,31,8,0,20,25,43
"123",8478451,2022,"Ethan Bear","VAN","D","5on5",61,59557,1288,211,0.49,0.5,140,12,2,0,16,24,37
"124",8473544,2022,"Derick Brassard","OTT","C","5on5",62,37114,933,532,0.48,0.52,108,13,8,113,14,17,88
"125",8475760,2022,"Nick Bjugstad","EDM","C","5on5",78,61079,1429,419,0.48,0.47,207,26,15,408,30,29,154
"126",8482124,2022,"Quinton Byfield","LAK","C","5on5",53,39598,886,357,0.53,0.52,121,19,1,46,16,17,52
"127",8474150,2022,"Mikael Backlund","CGY","C","5on5",82,67104,1473,332,0.6,0.61,313,36,13,545,50,28,85
"128",8475227,2022,"Chris Wideman","MTL","D","5on5",46,33375,740,248,0.4,0.45,60,4,0,0,7,35,25
"129",8476469,2022,"Joel Armia","MTL","R","5on5",43,30000,604,299,0.42,0.46,107,11,5,2,13,12,33
"130",8477353,2022,"Tyler Motte","NYR","C","5on5",62,37738,842,552,0.47,0.46,165,17,6,12,19,23,116
"131",8481068,2022,"Yegor Sharangovich","NJD","C","5on5",75,54679,1164,508,0.52,0.53,207,23,9,25,28,26,20
"132",8478444,2022,"Brock Boeser","VAN","R","5on5",74,61096,1339,339,0.43,0.48,201,35,10,14,23,17,46
"133",8475790,2022,"Erik Gudbranson","CBJ","D","5on5",70,77428,1596,153,0.41,0.42,204,11,1,0,11,31,109
"134",8477948,2022,"Travis Sanheim","PHI","D","5on5",81,84965,1823,208,0.45,0.47,174,18,6,0,18,37,58
"135",8478469,2022,"Thomas Chabot","OTT","D","5on5",68,81692,1536,91,0.52,0.51,263,14,4,0,11,52,73
"136",8476467,2022,"Jamie Oleksiak","SEA","D","5on5",75,71970,1581,282,0.52,0.52,153,22,7,0,34,33,110
"137",8471724,2022,"Kris Letang","PIT","D","5on5",64,74549,1450,103,0.54,0.52,288,16,4,0,40,61,144
"138",8479293,2022,"Brandon Tanev","SEA","L","5on5",82,55390,1288,692,0.55,0.51,173,26,10,3,23,20,169
"139",8477941,2022,"Nick Ritchie","CGY","L","5on5",74,49159,1209,613,0.45,0.47,148,16,9,2,8,16,208
"140",8480817,2022,"K'Andre Miller","NYR","D","5on5",79,89197,1630,134,0.49,0.52,215,31,7,0,50,64,152
"141",8476960,2022,"Andreas Athanasiou","CHI","C","5on5",81,66331,1280,387,0.43,0.43,266,28,15,66,53,39,38
"142",8480448,2022,"Parker Kelly","OTT","L","5on5",55,27088,731,561,0.44,0.46,86,3,1,3,11,8,167
"143",8477969,2022,"Marcus Pettersson","PIT","D","5on5",68,74027,1488,175,0.56,0.52,200,21,1,0,22,40,120
"144",8476459,2022,"Mika Zibanejad","NYR","C","5on5",82,67427,1358,423,0.49,0.5,206,40,16,500,37,48,66
"145",8479536,2022,"Axel Jonsson-Fjallby","WPG","L","5on5",50,28321,666,490,0.49,0.5,96,13,6,1,12,12,42
"146",8476448,2022,"William Karlsson","VGK","C","5on5",82,66431,1336,444,0.55,0.51,212,33,8,481,31,23,41
"147",8475343,2022,"Nic Dowd","WSH","C","5on5",65,41854,968,570,0.52,0.5,96,23,13,336,24,28,128
"148",8477384,2022,"Josh Brown","ARI","D","5on5",68,51389,1253,339,0.4,0.4,122,7,4,0,9,25,142
"149",8479415,2022,"Michael McLeod","NJD","C","5on5",80,51923,1251,685,0.5,0.51,152,24,3,473,25,25,121
"150",8477987,2022,"Ryan Donato","SEA","C","5on5",71,45295,961,626,0.51,0.52,194,25,14,60,35,15,68
"151",8476438,2022,"Brandon Saad","STL","L","5on5",71,56745,1174,402,0.46,0.47,156,26,12,3,30,24,22
"152",8473419,2022,"Brad Marchand","BOS","L","5on5",73,56483,1316,347,0.59,0.57,216,33,11,11,33,51,69
"153",8482496,2022,"Nils Aman","VAN","C","5on5",68,45806,1049,522,0.43,0.41,77,14,4,169,8,6,41
"154",8477450,2022,"Jason Dickinson","CHI","C","5on5",78,60879,1241,447,0.46,0.45,187,20,8,298,42,28,107
"155",8480172,2022,"Jan Rutta","PIT","D","5on5",56,48165,1070,254,0.49,0.49,138,8,3,0,10,21,63
"156",8480196,2022,"Jacob Bryson","BUF","D","5on5",59,47326,1150,277,0.46,0.5,57,7,1,0,12,7,34
"157",8481656,2022,"Aliaksei Protas","WSH","C","5on5",58,38564,863,496,0.56,0.53,135,15,4,20,16,20,39
"158",8476470,2022,"Nathan Beaulieu","ANA","D","5on5",52,40348,852,275,0.39,0.39,76,4,0,0,9,15,48
"159",8477960,2022,"Adrian Kempe","LAK","R","5on5",82,67628,1455,381,0.54,0.52,300,34,22,14,17,27,105
"160",8471669,2022,"Paul Stastny","CAR","C","5on5",73,44517,964,636,0.61,0.61,115,18,7,235,20,7,20
"161",8479996,2022,"Cody Glass","NSH","C","5on5",72,51602,1064,498,0.5,0.49,162,20,6,304,30,16,60
"162",8478449,2022,"Roope Hintz","DAL","C","5on5",73,57229,1303,412,0.58,0.55,219,43,21,226,19,28,43
"163",8477951,2022,"Nick Schmaltz","ARI","C","5on5",63,57949,1228,190,0.5,0.5,176,38,15,9,52,43,9
"164",8477503,2022,"Max Domi","DAL","C","5on5",80,68594,1376,308,0.44,0.45,195,31,7,439,54,41,20
"165",8479407,2022,"Jesper Bratt","NJD","L","5on5",82,68219,1560,396,0.58,0.58,290,43,20,0,35,37,22
"166",8476473,2022,"Connor Murphy","CHI","D","5on5",80,81100,1680,249,0.42,0.42,165,9,4,0,23,32,151
"167",8478864,2022,"Kirill Kaprizov","MIN","L","5on5",67,64780,1148,140,0.53,0.55,293,33,18,0,46,37,59
"168",8477493,2022,"Aleksander Barkov","FLA","C","5on5",68,55983,1209,268,0.55,0.57,199,36,12,432,39,27,45
"169",8475753,2022,"Justin Faulk","STL","D","5on5",82,91043,2024,207,0.43,0.45,263,33,7,0,39,47,107
"170",8480035,2022,"Henri Jokiharju","BUF","D","5on5",60,66183,1397,165,0.48,0.51,144,13,3,0,14,29,59
"171",8480807,2022,"Mattias Samuelsson","BUF","D","5on5",55,62085,1297,154,0.49,0.48,128,9,2,0,18,16,86
"172",8480800,2022,"Quinn Hughes","VAN","D","5on5",78,90553,1774,127,0.48,0.52,228,31,4,0,41,33,25
"173",8478550,2022,"Artemi Panarin","NYR","L","5on5",82,75114,1350,214,0.49,0.53,236,50,19,6,34,89,22
"174",8477851,2022,"Jordan Oesterle","DET","D","5on5",52,47303,970,225,0.45,0.45,104,11,2,0,4,18,41
"175",8477346,2022,"MacKenzie Weegar","CGY","D","5on5",81,86792,2126,199,0.57,0.61,320,26,4,0,34,53,167
"176",8474628,2022,"Michael Stone","CGY","D","5on5",48,35232,933,266,0.52,0.58,189,8,5,0,5,14,53
"177",8481618,2022,"Alex Newhook","COL","C","5on5",82,60263,1307,565,0.51,0.51,163,26,11,191,25,16,59
"178",8474612,2022,"Travis Hamonic","OTT","D","5on5",75,66891,1495,290,0.48,0.51,258,16,5,0,16,53,97
"179",8477950,2022,"Tony DeAngelo","PHI","D","5on5",70,71706,1496,196,0.45,0.49,197,19,5,0,18,49,42
"180",8477930,2022,"Pierre-Edouard Bellemare","TBL","L","5on5",73,39318,881,766,0.45,0.47,81,11,4,256,21,19,58
"181",8476374,2022,"Sean Kuraly","CBJ","C","5on5",71,52473,1134,467,0.42,0.42,158,13,6,428,27,16,184
"182",8475220,2022,"Marcus Foligno","MIN","L","5on5",65,48553,982,415,0.48,0.5,130,17,7,6,23,24,226
"183",8481517,2022,"Brett Leason","ANA","R","5on5",54,34760,762,448,0.36,0.39,100,9,6,2,9,8,34
"184",8474563,2022,"Drew Doughty","LAK","D","5on5",81,96012,1590,118,0.52,0.52,186,19,4,0,21,46,95
"185",8480208,2022,"Drake Batherson","OTT","R","5on5",82,69640,1552,311,0.51,0.51,303,29,7,11,34,27,108
"186",8479675,2022,"Trevor Moore","LAK","L","5on5",59,46755,988,305,0.54,0.54,212,17,6,9,23,17,56
"187",8479977,2022,"Kailer Yamamoto","EDM","R","5on5",58,49670,1009,262,0.53,0.53,117,21,9,2,41,17,75
"188",8479542,2022,"Brandon Hagel","TBL","L","5on5",81,67991,1361,340,0.54,0.54,231,38,17,20,67,40,54
"189",8482062,2022,"Cole Smith","NSH","L","5on5",69,43062,928,636,0.46,0.47,99,12,3,0,21,14,189
"190",8476525,2022,"Colin Miller","DAL","D","5on5",79,74573,1565,306,0.52,0.54,254,18,5,0,28,44,104
"191",8476442,2022,"Matt Nieto","COL","L","5on5",81,54131,1279,623,0.52,0.49,158,22,11,7,27,18,40
"192",8480157,2022,"Calle Rosen","STL","D","5on5",49,42038,987,236,0.49,0.47,110,18,8,0,10,25,15
"193",8476392,2022,"Adam Lowry","WPG","C","5on5",82,56696,1391,622,0.54,0.51,161,23,9,456,24,18,150
"194",8478856,2022,"Conor Garland","VAN","R","5on5",81,63405,1424,427,0.48,0.49,227,31,12,2,43,29,45
"195",8479994,2022,"Jaret Anderson-Dolan","LAK","C","5on5",46,27381,609,430,0.48,0.48,77,11,7,21,4,6,61
"196",8476432,2022,"Boone Jenner","CBJ","C","5on5",68,63530,1280,193,0.48,0.48,282,26,15,517,24,23,122
"197",8478519,2022,"Anthony Cirelli","TBL","C","5on5",58,45049,939,322,0.53,0.51,161,21,7,291,31,15,31
"198",8479370,2022,"Tyson Jost","BUF","C","5on5",71,49836,1016,526,0.48,0.48,164,22,5,158,19,7,58
"199",8482671,2022,"Owen Power","BUF","D","5on5",79,95286,1917,159,0.48,0.52,184,24,3,0,22,43,24
"200",8476453,2022,"Nikita Kucherov","TBL","R","5on5",82,75143,1474,229,0.54,0.54,336,51,15,0,50,66,51
"201",8478421,2022,"A.J. Greer","BOS","L","5on5",61,32588,806,622,0.56,0.47,106,11,4,2,16,14,101
"202",8478904,2022,"Steven Lorentz","SJS","C","5on5",80,48406,1138,730,0.49,0.48,176,16,8,236,39,15,130
"203",8477365,2022,"Connor Clifton","BOS","D","5on5",78,74337,1590,277,0.51,0.48,166,20,4,0,18,45,185
"204",8477357,2022,"Saku Maenalanen","WPG","R","5on5",64,33769,826,636,0.42,0.45,100,10,4,1,14,16,111
"205",8480839,2022,"Rasmus Dahlin","BUF","D","5on5",78,93757,1987,163,0.52,0.53,263,33,9,0,39,47,90
"206",8480865,2022,"Noah Dobson","NYI","D","5on5",78,74122,1475,323,0.5,0.51,316,26,7,0,33,39,56
"207",8476906,2022,"Shayne Gostisbehere","CAR","D","5on5",75,75017,1524,216,0.49,0.51,216,19,4,0,26,48,39
"208",8476879,2022,"Cody Ceci","EDM","D","5on5",80,79366,1520,247,0.51,0.5,183,12,1,0,16,32,121
"209",8478432,2022,"Christian Fischer","ARI","R","5on5",80,57343,1391,544,0.43,0.43,187,21,11,5,18,27,120
"210",8476917,2022,"Adam Pelech","NYI","D","5on5",61,67078,1509,137,0.53,0.52,216,16,5,0,25,32,73
"211",8478452,2022,"Caleb Jones","CHI","D","5on5",80,81023,1556,264,0.46,0.47,180,11,2,0,32,48,118
"212",8478443,2022,"Brandon Carlo","BOS","D","5on5",75,67992,1519,303,0.55,0.5,152,13,2,0,20,17,114
"213",8480078,2022,"Filip Chytil","NYR","C","5on5",74,56930,1037,426,0.48,0.51,274,35,17,219,29,29,35
"214",8479944,2022,"Zach Aston-Reese","TOR","C","5on5",77,45894,1089,758,0.5,0.47,158,14,10,6,16,11,161
"215",8478439,2022,"Travis Konecny","PHI","R","5on5",60,52124,1153,221,0.46,0.49,242,32,17,18,29,20,43
"216",8476915,2022,"Jujhar Khaira","CHI","L","5on5",51,34595,728,418,0.47,0.47,94,9,4,125,18,19,101
"217",8476393,2022,"Nick Cousins","FLA","C","5on5",79,50745,1127,625,0.5,0.51,173,27,9,69,20,18,87
"218",8477931,2022,"Tomas Nosek","BOS","L","5on5",66,38475,961,639,0.49,0.45,95,14,4,276,12,19,59
"219",8474564,2022,"Steven Stamkos","TBL","C","5on5",81,67922,1379,344,0.5,0.49,229,41,16,333,21,36,85
"220",8482109,2022,"Alexis Lafrenire","NYR","L","5on5",81,65489,1213,437,0.47,0.52,204,29,12,23,30,33,137
"221",8475855,2022,"Jesper Fast","CAR","R","5on5",80,61797,1381,482,0.6,0.6,141,25,10,9,20,25,99
"222",8476889,2022,"Radek Faksa","DAL","C","5on5",81,55330,1238,627,0.53,0.52,126,18,10,231,21,15,84
"223",8474034,2022,"Pat Maroon","TBL","L","5on5",80,48930,1059,717,0.49,0.51,120,13,5,2,26,18,171
"224",8473422,2022,"Nick Foligno","BOS","L","5on5",60,38448,887,501,0.51,0.47,95,21,8,25,20,14,145
"225",8475750,2022,"Jon Merrill","MIN","D","5on5",73,60754,1209,343,0.47,0.46,94,11,2,0,16,12,44
"226",8480727,2022,"Zach Whitecloud","VGK","D","5on5",59,54775,1149,273,0.46,0.44,139,12,5,0,23,22,85
"227",8476480,2022,"Vladislav Namestnikov","WPG","C","5on5",77,49794,1101,638,0.55,0.53,156,21,7,72,27,10,106
"228",8476853,2022,"Morgan Rielly","TOR","D","5on5",65,66300,1368,174,0.52,0.51,183,19,3,0,20,52,64
"229",8477478,2022,"William Carrier","VGK","L","5on5",56,39738,959,465,0.58,0.5,164,25,16,1,18,8,132
"230",8479351,2022,"Sam Steel","MIN","C","5on5",65,50019,892,350,0.51,0.53,138,21,8,266,20,19,45
"231",8474602,2022,"Justin Schultz","SEA","D","5on5",73,66152,1509,310,0.5,0.5,170,17,5,0,10,22,30
"232",8476934,2022,"Brock McGinn","ANA","L","5on5",75,47578,1122,661,0.43,0.45,131,14,9,2,17,16,80
"233",8480326,2022,"Sheldon Dries","VAN","C","5on5",63,35992,895,650,0.45,0.45,126,10,6,194,4,15,79
"234",8475179,2022,"Dmitry Kulikov","PIT","D","5on5",67,64565,1291,234,0.39,0.43,135,15,3,0,17,36,85
"235",8476892,2022,"Colton Parayko","STL","D","5on5",79,94275,2023,126,0.45,0.46,229,21,4,0,55,44,108
"236",8479414,2022,"Nathan Bastian","NJD","R","5on5",43,25872,622,427,0.54,0.51,90,14,6,9,11,4,95
"237",8479344,2022,"Jesse Puljujarvi","CAR","R","5on5",75,51264,1161,556,0.56,0.55,207,15,5,0,24,18,136
"238",8474009,2022,"Nick Bonino","PIT","C","5on5",62,43436,1022,463,0.5,0.45,122,16,9,156,28,11,18
"239",8473507,2022,"Jeff Petry","PIT","D","5on5",61,62568,1232,176,0.54,0.52,198,19,3,0,16,28,154
"240",8476875,2022,"Mike Matheson","MTL","D","5on5",48,52484,905,118,0.43,0.47,177,21,6,0,31,64,47
"241",8477989,2022,"Christian Dvorak","MTL","C","5on5",64,47132,966,420,0.42,0.44,102,19,6,352,17,22,10
"242",8481014,2022,"Alexander Romanov","NYI","D","5on5",76,77454,1547,248,0.46,0.47,226,20,2,0,20,48,182
"243",8471677,2022,"Jack Johnson","COL","D","5on5",83,82945,1653,292,0.41,0.42,163,5,2,0,14,35,104
"244",8476539,2022,"Jonathan Marchessault","VGK","R","5on5",76,64265,1291,342,0.53,0.51,299,34,16,21,38,21,64
"245",8474683,2022,"Derek Grant","ANA","C","5on5",46,30683,701,389,0.41,0.4,103,14,3,172,13,8,34
"246",8477845,2022,"Trevor van Riemsdyk","WSH","D","5on5",75,70987,1477,311,0.52,0.51,180,20,7,0,27,34,18
"247",8478472,2022,"Mathieu Joseph","OTT","R","5on5",56,35767,883,413,0.49,0.5,98,12,0,3,18,16,77
"248",8474149,2022,"Evgenii Dadonov","DAL","R","5on5",73,54956,1155,446,0.5,0.5,178,22,7,1,18,30,31
"249",8476902,2022,"Esa Lindell","DAL","D","5on5",82,77983,1656,317,0.52,0.48,201,18,5,0,27,42,72
"250",8479337,2022,"Alex DeBrincat","OTT","R","5on5",82,69735,1522,305,0.5,0.5,296,30,12,8,37,25,101
"251",8480878,2022,"Nils Lundkvist","DAL","D","5on5",60,52350,1135,274,0.52,0.52,164,12,4,0,6,27,48
"252",8481032,2022,"Paul Cotter","VGK","C","5on5",55,40803,834,364,0.43,0.43,125,18,13,9,17,11,163
"253",8475170,2022,"Brayden Schenn","STL","C","5on5",82,70560,1443,327,0.42,0.45,180,41,12,354,35,38,134
"254",8477073,2022,"Kurtis MacDermid","COL","D","5on5",44,21087,528,276,0.46,0.46,51,6,1,0,6,7,86
"255",8476474,2022,"Stefan Noesen","CAR","R","5on5",78,44186,1029,795,0.64,0.63,165,21,6,29,27,25,93
"256",8476779,2022,"Brad Hunt","COL","D","5on5",47,31024,748,252,0.51,0.54,96,9,3,0,8,6,16
"257",8474013,2022,"Ian Cole","TBL","D","5on5",78,74838,1546,268,0.54,0.52,200,14,3,0,25,39,109
"258",8478013,2022,"Jake Walman","DET","D","5on5",63,61226,1289,226,0.53,0.5,218,14,8,0,27,32,41
"259",8480160,2022,"Radim Simek","SJS","D","5on5",44,35126,777,227,0.5,0.46,76,3,1,0,19,22,86
"260",8479772,2022,"Zack MacEwen","LAK","C","5on5",56,36558,834,438,0.45,0.47,131,10,4,14,13,12,148
"261",8477335,2022,"Kyle Burroughs","VAN","D","5on5",48,44237,963,196,0.47,0.47,89,4,2,0,5,12,155
"262",8474207,2022,"Nick Holden","OTT","D","5on5",65,53234,1196,290,0.51,0.52,142,13,2,0,8,24,71
"263",8476410,2022,"Josh Leivo","STL","L","5on5",51,34066,733,442,0.53,0.52,155,16,4,3,29,10,55
"264",8470794,2022,"Joe Pavelski","DAL","C","5on5",82,68021,1470,341,0.58,0.54,211,40,12,287,29,46,90
"265",8481711,2022,"Matias Maccelli","ARI","L","5on5",64,49825,1115,326,0.5,0.46,103,30,8,0,21,37,23
"266",8475231,2022,"Casey Cizikas","NYI","C","5on5",81,58942,1449,581,0.46,0.48,171,16,5,418,26,23,181
"267",8478831,2022,"Kevin Stenlund","WPG","C","5on5",54,29428,702,526,0.49,0.52,101,6,3,207,18,8,29
"268",8476389,2022,"Vincent Trocheck","NYR","C","5on5",82,73326,1326,262,0.5,0.53,273,40,10,508,47,50,176
"269",8476967,2022,"Brett Kulak","EDM","D","5on5",82,75457,1560,293,0.52,0.49,203,16,3,0,23,36,95
"270",8479322,2022,"Wade Allison","PHI","R","5on5",60,44970,994,385,0.49,0.47,153,14,9,1,20,7,187
"271",8478840,2022,"Will Borgen","SEA","D","5on5",82,71529,1695,384,0.5,0.5,159,19,3,0,12,22,175
"272",8474568,2022,"Luke Schenn","TOR","D","5on5",70,60956,1431,341,0.46,0.45,172,20,4,0,9,31,292
"273",8480031,2022,"Max Comtois","ANA","L","5on5",64,47854,993,415,0.4,0.42,119,17,9,23,11,34,80
"274",8480873,2022,"Rasmus Sandin","WSH","D","5on5",71,70738,1431,246,0.53,0.52,149,23,7,0,23,44,134
"275",8474574,2022,"Tyler Myers","VAN","D","5on5",78,84531,1765,198,0.45,0.45,206,12,1,0,20,43,81
"276",8475208,2022,"Brian Dumoulin","PIT","D","5on5",82,84377,1768,246,0.5,0.52,173,19,1,0,29,40,104
"277",8475235,2022,"Nicolas Deslauriers","PHI","L","5on5",80,44168,1018,816,0.44,0.45,125,11,5,3,11,7,302
"278",8476872,2022,"Scott Laughton","PHI","C","5on5",78,64198,1441,378,0.48,0.48,204,22,8,330,21,33,148
"279",8480023,2022,"Robert Thomas","STL","C","5on5",73,62745,1310,268,0.44,0.47,113,35,9,477,56,24,14
"280",8471276,2022,"David Krejci","BOS","C","5on5",70,57129,1174,277,0.47,0.48,135,40,12,293,14,29,39
"281",8480803,2022,"Evan Bouchard","EDM","D","5on5",82,74678,1406,304,0.59,0.57,288,25,5,0,55,66,85
"282",8474884,2022,"Mike Hoffman","MTL","L","5on5",67,50702,1023,403,0.43,0.45,167,20,11,14,19,36,22
"283",8477416,2022,"Oliver Bjorkstrand","SEA","R","5on5",81,63457,1347,463,0.5,0.54,283,34,15,15,50,19,60
"284",8480246,2022,"Nick Perbix","TBL","D","5on5",69,61039,1341,302,0.51,0.52,196,20,5,0,27,28,71
"285",8480003,2022,"Jesper Boqvist","NJD","C","5on5",70,45807,1035,612,0.54,0.52,126,21,10,66,22,28,49
"286",8480871,2022,"Adam Boqvist","CBJ","D","5on5",46,41194,899,201,0.45,0.48,87,13,5,0,10,22,21
"287",8473548,2022,"Phil Kessel","VGK","R","5on5",82,55145,1210,735,0.48,0.46,212,25,12,5,34,23,9
"288",8471709,2022,"Marc-Edouard Vlasic","SJS","D","5on5",78,67729,1490,362,0.51,0.48,165,16,1,0,28,34,38
"289",8475842,2022,"Sam Carrick","ANA","C","5on5",52,29745,682,495,0.32,0.39,78,6,3,151,12,7,96
"290",8477946,2022,"Dylan Larkin","DET","C","5on5",80,64101,1337,363,0.49,0.49,271,32,9,441,38,35,42
"291",8479323,2022,"Adam Fox","NYR","D","5on5",82,88198,1722,226,0.54,0.54,207,34,8,0,65,58,19
"292",8478133,2022,"Jake Evans","MTL","C","5on5",54,36612,756,394,0.45,0.46,90,13,0,250,13,26,25
"293",8477939,2022,"William Nylander","TOR","R","5on5",82,68585,1451,330,0.56,0.53,358,49,22,20,64,29,17
"294",8476826,2022,"Yanni Gourde","SEA","C","5on5",81,68415,1378,312,0.54,0.55,205,37,7,408,52,26,108
"295",8479398,2022,"Samuel Girard","COL","D","5on5",76,84129,1704,191,0.52,0.53,242,25,4,0,37,33,62
"296",8477942,2022,"Kevin Fiala","LAK","L","5on5",69,57770,1212,275,0.55,0.53,241,39,9,8,17,31,47
"297",8482089,2022,"Jake Neighbours","STL","L","5on5",43,28716,608,345,0.42,0.43,78,8,5,4,13,3,62
"298",8476441,2022,"Joel Edmundson","MTL","D","5on5",61,57214,1121,223,0.41,0.43,108,8,2,0,9,54,97
"299",8476854,2022,"Hampus Lindholm","BOS","D","5on5",80,84429,1727,164,0.57,0.53,242,28,6,0,25,52,67
"300",8477479,2022,"Tyler Bertuzzi","BOS","L","5on5",50,39910,835,214,0.52,0.53,144,19,4,2,12,22,49
"301",8478366,2022,"Frank Vatrano","ANA","R","5on5",81,66323,1396,401,0.35,0.42,277,27,13,7,18,25,84
"302",8477435,2022,"Ryan Graves","NJD","D","5on5",78,79941,1621,245,0.53,0.52,278,21,8,0,18,41,81
"303",8479998,2022,"Mikey Anderson","LAK","D","5on5",77,86337,1440,158,0.51,0.52,181,17,4,0,17,27,150
"304",8477444,2022,"Andre Burakovsky","SEA","L","5on5",49,40036,845,232,0.46,0.5,141,22,8,0,29,14,17
"305",8478843,2022,"Denis Malgin","COL","C","5on5",65,39828,877,583,0.55,0.54,185,20,13,4,29,23,67
"306",8475745,2022,"Charlie Coyle","BOS","C","5on5",82,65218,1464,366,0.52,0.48,211,34,15,431,38,33,61
"307",8480012,2022,"Elias Pettersson","VAN","C","5on5",80,67884,1487,311,0.52,0.5,252,56,21,395,41,33,55
"308",8482077,2022,"Dylan Holloway","EDM","L","5on5",51,26947,619,494,0.54,0.52,77,9,3,17,11,17,83
"309",8480853,2022,"Liam Foudy","CBJ","C","5on5",62,40352,856,524,0.41,0.44,118,14,7,2,20,7,58
"310",8481013,2022,"Jonatan Berggren","DET","R","5on5",67,46795,960,503,0.47,0.48,129,18,9,2,14,23,20
"311",8479671,2022,"Mathieu Olivier","CBJ","R","5on5",66,43211,957,558,0.45,0.43,134,13,5,1,16,8,177
"312",8480043,2022,"Timothy Liljegren","TOR","D","5on5",67,62125,1353,280,0.55,0.51,139,13,5,0,8,34,89
"313",8477500,2022,"Bo Horvat","NYI","C","5on5",79,70385,1542,266,0.49,0.51,219,38,19,595,31,31,55
"314",8479371,2022,"Dante Fabbro","NSH","D","5on5",79,71112,1472,322,0.49,0.48,190,9,1,0,17,32,102
"315",8477425,2022,"Miles Wood","NJD","L","5on5",76,49270,1144,662,0.49,0.51,245,24,11,1,15,25,98
"316",8481072,2022,"Tim Berni","CBJ","D","5on5",59,57269,1200,234,0.46,0.46,119,3,1,0,19,24,115
"317",8479388,2022,"Riley Stillman","BUF","D","5on5",50,40748,931,247,0.46,0.5,103,8,1,0,6,12,78
"318",8477919,2022,"Frederick Gaudreau","MIN","C","5on5",82,60507,1169,529,0.47,0.47,158,22,9,357,36,16,41
