"","xGoalsPercentage","corsiPercentage","shotAttemptsFor","xGoalsFor","faceOffsWonFor","takeawaysFor","giveawaysFor","hitsFor","points_cat"
"1",1.004329004329,1.01550667147494,1.12544496653852,0.944028965264735,1.08962135657859,1.5872,0.852459016393443,1.34918918918919,"mid_tier"
"2",1.0966810966811,1.0501262170934,1.10418149888462,1.57388786808329,1.08962135657859,1.536,1.14754098360656,1.10702702702703,"over100"
"3",0.911976911976912,0.957807428777497,0.839906972329014,0.762860455497773,1.01116861890493,1.024,1.11475409836066,0.761081081081081,"under80"
"4",0.96969696969697,1.01550667147494,0.956856044425459,0.773274932705934,0.884772541541814,0.6656,0.819672131147541,0.588108108108108,"under80"
"5",0.946608946608947,0.980887125856473,1.11936969006597,1.12020720470279,1.13756469626805,1.8944,1.44262295081967,1.66054054054054,"mid_tier"
"6",1.004329004329,1.00396682293545,0.943186672362238,0.836629669055578,0.876055570689185,1.4336,1.01639344262295,1.28,"mid_tier"
"7",1.004329004329,1.00396682293545,1.08595566946699,1.08050201034667,1.24652683192591,0.8192,1.47540983606557,1.14162162162162,"over100"
"8",1.03896103896104,1.00396682293545,1.26365750628886,1.38122003973232,1.17679106510488,0.8704,1.14754098360656,1.10702702702703,"mid_tier"
"9",0.935064935064935,0.969347277316985,0.982675969433765,0.847912019364419,0.871697085262871,0.8704,1.08196721311475,0.864864864864865,"mid_tier"
"10",1.01587301587302,0.992426974395961,0.90065973705444,0.940340504586845,0.932715881231272,0.512,1.24590163934426,0.726486486486487,"over100"
"11",1.004329004329,1.00396682293545,0.943186672362238,1.06401242143375,0.906564968673386,0.5632,1.0655737704918,0.691891891891892,"mid_tier"
"12",0.935064935064935,0.980887125856473,0.757890739949689,0.665224731671266,0.801961318441841,0.5632,0.59016393442623,1.17621621621622,"under80"
"13",0.992784992784993,0.992426974395961,1.30010916512412,1.36646619702075,1.24216834649959,1.1264,1.31147540983607,1.28,"mid_tier"
"14",1.004329004329,1.00396682293545,0.938630215007831,0.922983042573244,0.998093162625987,0.768,1.16393442622951,0.83027027027027,"mid_tier"
"15",1.004329004329,0.992426974395961,1.04494755327733,1.1035006475147,0.971942250068101,0.6656,1.18032786885246,0.89945945945946,"over100"
"16",1.03896103896104,1.00396682293545,1.1163320518297,1.34238271847688,1.08090438572596,1.28,1.16393442622951,0.761081081081081,"over100"
"17",1.03896103896104,1.01550667147494,0.953818406189188,0.992846827177989,0.775810405883955,1.7408,0.688524590163934,0.726486486486487,"over100"
"18",1.05050505050505,1.03858636855391,1.1163320518297,1.08549228067559,1.0329610460365,1.1776,1.16393442622951,0.726486486486487,"over100"
"19",0.96969696969697,0.980887125856473,0.86572689733732,0.845308400062379,0.985017706347044,1.024,0.885245901639344,0.795675675675676,"under80"
"20",1.02741702741703,1.02704652001442,1.1117755944753,1.03146718015825,1.08090438572596,0.9216,1.29508196721311,0.83027027027027,"over100"
"21",1.03896103896104,1.03858636855391,1.01001471356021,0.951188918345346,0.967583764641787,0.768,0.688524590163934,0.934054054054054,"over100"
"22",0.923520923520924,0.969347277316985,0.880915088518677,0.72011770528928,0.906564968673386,0.5632,0.704918032786885,0.934054054054054,"under80"
"23",0.958152958152958,0.957807428777497,0.789785941430538,0.705146894302549,0.793244347589213,1.1264,0.721311475409836,1.14162162162162,"under80"
"24",0.96969696969697,0.969347277316985,0.779154207603588,0.835761795954898,0.806319803868156,0.4608,1.11475409836066,1.03783783783784,"under80"
"25",1.03896103896104,1.01550667147494,1.02520290474156,1.0716063110647,1.19858349223645,0.3584,0.721311475409836,1.07243243243243,"over100"
"26",1.004329004329,0.992426974395961,1.02064644738716,1.10328367923953,1.01988558975756,1.8944,1.27868852459016,1.52216216216216,"mid_tier"
"27",1.02741702741703,1.00396682293545,1.04342873415919,0.972451809312007,1.14628166712068,1.3824,0.786885245901639,1.24540540540541,"mid_tier"
"28",1.06204906204906,1.02704652001442,1.01153353267834,1.03645745048716,0.784527376736584,0.9216,0.852459016393443,0.864864864864865,"over100"
"29",1.01587301587302,1.00396682293545,0.891546822345626,0.953792537647386,1.06782892944702,0.8192,0.639344262295082,1.07243243243243,"over100"
"30",0.946608946608947,0.969347277316985,0.858132801746642,0.825998223572247,0.958866793789158,0.768,0.836065573770492,0.968648648648649,"mid_tier"
"31",1.01587301587302,1.02704652001442,1.17100954008259,1.11543390264905,1.24216834649959,0.8704,0.918032786885246,0.622702702702703,"mid_tier"
"32",1.004329004329,0.992426974395961,1.0479851915136,1.0282126560307,0.915281939526015,1.024,0.885245901639344,1.28,"mid_tier"
